1.967644114451569504e+00,4.264824815884772136e+00,2.660507248347416365e+00,4.520632740629020319e+00,2.279367681028346304e+00
-2.336474239078358384e+00,1.061540543303187256e+00,1.163120076187160734e-01,-6.647247601694790120e-01,1.557144661999374513e-01
-7.329757211951321239e+00,-7.057477199910469068e+00,-7.566945261953446078e+00,-6.011034009749682383e+00,-7.242750759657930359e+00
-5.105750301494547116e-01,5.348616294796055826e-01,6.976734637596604394e-01,1.629602016857890856e+00,9.871052996488178799e-01
1.854062350515421453e+00,2.924819318040088767e+00,-2.863783808948814347e-01,6.682599396822195281e-01,6.250459065257105706e-01
3.668415062197746934e+00,3.635056006862864564e+00,3.975633797718313822e+00,6.614507878930581342e+00,4.327312591182965740e+00
3.654787108564997222e+00,1.553469133139544933e+00,4.230351662189729467e+00,1.228577371735854129e+00,4.185961204298594751e+00
1.230283299082188808e+00,3.108435923108598065e+00,2.895075629042958454e+00,2.972961558333135024e+00,3.869608059578583781e+00
4.034534180220222588e+00,2.295091061917139630e+00,4.662259545761930468e+00,2.673581446579006649e+00,2.709736859705682122e+00
5.502703108602155169e+00,2.426753203830977590e+00,3.735393360527209605e+00,2.876201968719118707e+00,3.078943272449765178e+00
1.580825220488666361e+00,9.849153982495173487e-01,2.923699527170621426e+00,3.916385118914365027e+00,1.925807994926003630e+00
-7.197780548106207377e+00,-9.076196089011064672e+00,-8.356739446645301328e+00,-8.859086399908774112e+00,-9.372955406112295051e+00
-2.048440867371577934e+00,1.713397334727857491e+00,3.482449177848758737e-01,-5.271570041307427346e-02,9.746558740840312041e-01
-4.024954503066114242e+00,-2.617015567209715066e+00,-2.234581715664296642e+00,-2.374103598604908605e-01,-3.124581397867165489e+00
9.910594702885449081e-01,2.686493674309399005e+00,1.343293696312085839e+00,7.194568225165385300e-01,-4.140514152528149694e-01
4.091570372092083296e+00,4.269304480240474042e+00,1.276894335800629943e+00,1.320673155658837139e+00,2.736175056639598147e+00
-1.587550776965761301e+00,-1.832545388855131296e+00,-3.113356560861340938e+00,-1.687933968989880462e+00,-3.792433582321193875e+00
1.143048160490471865e-01,-1.375525252047422153e+00,1.412922623896610830e-01,-2.836660347983887220e+00,-1.032779472097170359e+00
-5.374703509787117639e+00,-4.465405923581148073e+00,-3.551441240328532256e+00,-3.463481343380931499e+00,-2.698056593210777621e+00
-1.658218540781188910e+00,-2.213019035460503048e+00,-3.955916845604221521e-01,-1.378797168698085329e+00,-1.106083763980016066e+00
-3.765883892594468207e-02,-1.895447729855718855e+00,1.498363588860982532e-01,2.277300039185599090e-01,-1.079296535932021239e+00
-2.818255122549141678e+00,-2.723926966237089520e+00,-9.846812869038816807e-01,-2.971294280177619651e+00,-9.283384868367239307e-02
-2.308938761269955453e+00,1.107352230061051213e+00,2.998914198808355636e-01,-1.298705745254071786e+00,1.035359646024809344e+00
1.583724464224074424e+00,3.555439633679791100e-01,1.684545920072346714e+00,6.441188450941086607e-01,-1.029553750856112782e+00
-7.839749362030112856e-01,9.353863387052232525e-01,-3.494406698600700523e-01,-1.540899188889256255e+00,1.300867349650913773e-01
5.861290665808991385e-01,-4.364141286930172114e-01,-1.460429278479908444e+00,-1.586067321880063385e+00,-2.432408399061879667e+00
-1.581483760724701870e+00,-1.905140426961027256e+00,-2.543225207832630286e+00,-3.223328381729684278e+00,-1.279405979268185778e+00
-4.890241113640049875e+00,-5.148730771682499707e+00,-4.135275013606989347e+00,-5.189608867168352901e+00,-2.633595053360718197e+00
-4.457716995215656119e+00,-1.526143954331816044e+00,-3.461506450395724244e+00,-4.382007933183447612e+00,-3.978918519036619195e+00
-4.167423785451424223e+00,-3.487529700599993898e+00,-2.975851733494168982e+00,-1.929523888782902930e+00,-1.297973753558621990e+00
2.799268540943727235e+00,2.127453110586270846e+00,3.012885713752976979e+00,1.373876162516445287e+00,4.004006355722093957e-01
