-5.428715918216129310e+00,-5.768680852953641747e+00,-5.410215581599896240e+00,-4.308486406301478056e+00,-4.767424166164126120e+00
-3.110281030338383879e+00,-2.144636190055216662e+00,-1.889788684178701494e+00,-4.424281573715675542e+00,-5.101414031263301396e+00
-4.487366172816882326e-01,-6.976970312686647802e-01,8.143356298057611298e-01,-1.664735882451595650e+00,-4.805019606499580931e-01
-4.026394913409861331e+00,-2.089179920270203716e+00,-2.808460606758992562e+00,-4.400933959367519854e+00,-4.100334961590116123e+00
9.667554116600949321e-01,6.279611277387258106e-01,1.916029498156011535e+00,3.578022843951981891e+00,1.559014305133450407e+00
3.057297916309600350e+00,1.565681102099368616e+00,1.452191565928331762e+00,-4.486255667554317483e-01,1.152021522674315346e+00
-3.724249648075443453e+00,-4.947366271593261366e+00,-2.591014283176282795e+00,-5.324998539079456528e+00,-3.447207558482440426e+00
4.634757960909887231e+00,3.078679827813214587e+00,4.684495293116064829e+00,3.835271004470710565e+00,4.242677082317449333e+00
8.866394670852661974e-01,9.898152014978607305e-01,1.867153525482806664e+00,3.149771974763102556e-01,1.810860408646231878e+00
1.706841313481692879e-01,-1.193737644287647282e+00,5.399463678129676758e-01,-6.517399757515582870e-01,1.340515971710799281e+00
3.025696779658677116e+00,7.179569817297264400e-01,2.276508787738956041e+00,3.044677505207054935e+00,5.682430513758052193e-01
2.047859246723243487e+00,2.319863755199484956e+00,1.032310701295625410e+00,3.375903793222349236e+00,3.867299964252710609e-01
7.994029332851595449e-01,3.029847895379055078e+00,1.357737292745456958e+00,1.629501015645384410e+00,2.442752908102860498e+00
9.405632080008698992e-01,1.508994981143288339e+00,6.301926459591866703e-02,-1.779576915554121008e+00,1.542725420328326269e+00
-5.270825924883137503e+00,-5.071743377772024886e+00,-1.810567407779011262e+00,-4.470135443306112677e+00,-3.598576786657000426e+00
-2.113088621921317412e-01,-1.108593041533186163e+00,3.108734159961539234e-01,-9.511549304517696868e-02,-1.129116550240373940e+00
-5.476872631706676486e+00,-3.615953760185058208e+00,-4.090753141894806433e+00,-5.429515453131384284e+00,-5.384739638049589772e+00
-7.173992751483404540e-01,1.394181041102134699e+00,-1.339494035497462932e+00,1.881403322622990704e+00,1.275150224349341777e-01
1.312458902973959951e+00,2.667755169542664895e-01,-4.630314085877937913e-01,8.916059995989478182e-02,2.627459938322084909e+00
